0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0.05,0.07,0.02,0.07,0.26,1.05,1.89,2.32,2.46,2.29,2.08,3.18,1.89,2.63,1.58,1.17,1.12,0.45,0.62,0.48,0.1,0.12,0.02,0.07,0.02,0.02
0.07,0.02,0.07,0.26,1.05,1.89,2.32,2.46,2.29,2.08,3.18,1.89,2.63,1.58,1.17,1.12,0.45,0.62,0.48,0.1,0.12,0.02,0.07,0.02,0.02,0.02
0.02,0.07,0.26,1.05,1.89,2.32,2.46,2.29,2.08,3.18,1.89,2.63,1.58,1.17,1.12,0.45,0.62,0.48,0.1,0.12,0.02,0.07,0.02,0.02,0.05,0.05
0.07,0.26,1.05,1.89,2.32,2.46,2.29,2.08,3.18,1.89,2.63,1.58,1.17,1.12,0.45,0.62,0.48,0.1,0.12,0.02,0.07,0.02,0.02,0.05,0.0,0.0
0.26,1.05,1.89,2.32,2.46,2.29,2.08,3.18,1.89,2.63,1.58,1.17,1.12,0.45,0.62,0.48,0.1,0.12,0.02,0.07,0.02,0.02,0.05,0.0,0.02,0.02
1.05,1.89,2.32,2.46,2.29,2.08,3.18,1.89,2.63,1.58,1.17,1.12,0.45,0.62,0.48,0.1,0.12,0.02,0.07,0.02,0.02,0.05,0.0,0.02,0.0,0.0
1.89,2.32,2.46,2.29,2.08,3.18,1.89,2.63,1.58,1.17,1.12,0.45,0.62,0.48,0.1,0.12,0.02,0.07,0.02,0.02,0.05,0.0,0.02,0.0,0.0,0.0
2.32,2.46,2.29,2.08,3.18,1.89,2.63,1.58,1.17,1.12,0.45,0.62,0.48,0.1,0.12,0.02,0.07,0.02,0.02,0.05,0.0,0.02,0.0,0.0,0.0,0.0
2.46,2.29,2.08,3.18,1.89,2.63,1.58,1.17,1.12,0.45,0.62,0.48,0.1,0.12,0.02,0.07,0.02,0.02,0.05,0.0,0.02,0.0,0.0,0.0,0.0,0.0
2.29,2.08,3.18,1.89,2.63,1.58,1.17,1.12,0.45,0.62,0.48,0.1,0.12,0.02,0.07,0.02,0.02,0.05,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
2.08,3.18,1.89,2.63,1.58,1.17,1.12,0.45,0.62,0.48,0.1,0.12,0.02,0.07,0.02,0.02,0.05,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.18,1.89,2.63,1.58,1.17,1.12,0.45,0.62,0.48,0.1,0.12,0.02,0.07,0.02,0.02,0.05,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02
1.89,2.63,1.58,1.17,1.12,0.45,0.62,0.48,0.1,0.12,0.02,0.07,0.02,0.02,0.05,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
2.63,1.58,1.17,1.12,0.45,0.62,0.48,0.1,0.12,0.02,0.07,0.02,0.02,0.05,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
1.58,1.17,1.12,0.45,0.62,0.48,0.1,0.12,0.02,0.07,0.02,0.02,0.05,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0
1.17,1.12,0.45,0.62,0.48,0.1,0.12,0.02,0.07,0.02,0.02,0.05,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
1.12,0.45,0.62,0.48,0.1,0.12,0.02,0.07,0.02,0.02,0.05,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
